username,text,cleaned_text
pokimanelol,@AmongUsGame wishing u the best of luck on launch day ,wishing u the best of luck on launch day
pokimanelol,@Valkyrae kisses u,kisses u
pokimanelol,@itsandreabotez @alexandravbotez yes yes yes &lt;3,yes yes yes &lt3
pokimanelol,@REALMizkif @CptPuffy woah woah woah what's going on here.........,woah woah woah whats going on here
pokimanelol,"@LudwigAhgren didn't i tell you i was coming for your girl? 

on the real though i forgot you guys live together L... https://t.co/gInnYp5075",didnt i tell you i was coming for your girl on the real though i forgot you guys live together l
pokimanelol,@CrypticNoHoes fitness dick in ur mouth,fitness dick in ur mouth
pokimanelol,@LilyPichu @CristinaVee 3 way boba date?,way boba date
pokimanelol,@Quackity you're welcome qua,youre welcome qua
pokimanelol,@CrypticNoHoes are u also into fitness?,are u also into fitness
pokimanelol,@alexandravbotez can we hold hands too ,can we hold hands too
pokimanelol,@qtcinderella boutta steal your girl @LudwigAhgren,boutta steal your girl
pokimanelol,"hey you're cute, wanna get bubble tea? ",hey youre cute wanna get bubble tea
pokimanelol,@gubrielle eberjey :),eberjey
pokimanelol,@plooful I'M SO GLAD U LIKE THEM!!  my fav pjs by FAR,im so glad u like them my fav pjs by far
pokimanelol,"on today's newest video, i play the most difficult game i've ever come across: ""siblings or dating""

it's exactly w... https://t.co/95KryggQmI",on todays newest video i play the most difficult game ive ever come across siblings or datingits exactly w
pokimanelol,@syanne77 holy shit this cosplay is perfect for u,holy shit this cosplay is perfect for u
pokimanelol,@TaliaMar waaaah ty :'),waaaah ty 
pokimanelol,@QuarterJade when jodi compliments u  ,when jodi compliments u
pokimanelol,"pjs &amp; chill stream 

https://t.co/wlT08j266A https://t.co/jE4RrIYj5T",pjs &amp chill stream
pokimanelol,@yuraaah @imane b e a u t i f u l ,b e a u t i f u l
pokimanelol,@itsamy_7 god i love her,god i love her
pokimanelol,@h3h3productions @trishapaytas one of the most iconic dynamics to ever hit the web,one of the most iconic dynamics to ever hit the web
pokimanelol,@LilyPichu in every image: ,in every image
pokimanelol,@5uppps ok but have u ever put ice in it,ok but have u ever put ice in it
pokimanelol,"eu friendly streamer 
ft. my latest emote, pokiC lol

live @ https://t.co/wlT08j266A  https://t.co/1uXVygoiLJ",eu friendly streamer ft my latest emote pokic lollive
pokimanelol,@PlayVALORANT @Sydeon my morning valo queen ,my morning valo queen
pokimanelol,@PlayVALORANT @QuarterJade JODI SUPREMACY ,jodi supremacy
pokimanelol,@khellsiexd @cloakbrand fowkspawm so cute,fowkspawm so cute
pokimanelol,@raiyan_07 i hope YOU have a great day ^_^,i hope you have a great day ^_^
pokimanelol,@JhbTeam intro me to ur dad,intro me to ur dad
pokimanelol,@Sydeon ready to wild out with you in (post vaccine) 2021,ready to wild out with you in post vaccine
pokimanelol,@AmongUsGame i'm wearing tf outta this ,im wearing tf outta this
pokimanelol,@jummychu2 LMAO,lmao
pokimanelol,@TeanaKitten FINNA KISS U RIGHT ON UR CUTE HEAD MA'AM,finna kiss u right on ur cute head maam
pokimanelol,feelin' a lil spicy  https://t.co/sTtRvdVPQM,feelin a lil spicy
pokimanelol,@TeanaKitten tina tina bobina ,tina tina bobina
pokimanelol,@JhbTeam LEZ GOOO,lez gooo
pokimanelol,@zeoab O HELL YEA,o hell yea
pokimanelol,@HumbleBee93 hahahahahahah,hahahahahahah
pokimanelol,@Nihaachu god i wish i was those glasses,god i wish i was those glasses
